Start Date,1/1/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2012,13.476,13.1366,13.6916,8.6031,10.9743,9.5186,15.9856,#N/A N/A,10.4389,21.8997,13.1592,9.4555,14.0316,7.9256,19,16.3337,13.9269,16.7824,10.8613,19.3057,15.0219,17.721,10.0981,10.8142,14.1895,28.7348,18.7284,#N/A N/A,15.248,11.6005,12.7499
11/30/2012,13.2536,13.1202,14.438,8.6467,12.1076,9.1282,16.1778,#N/A N/A,10.0466,23.2162,12.8575,8.5569,13.8157,7.8115,19.3782,16.3789,14.4595,16.2932,10.1324,20.0852,15.1125,17.872,10.081,10.5033,14.5436,31.0023,18.5103,#N/A N/A,14.6382,11.2149,12.6809
12/31/2012,12.0868,13.7969,14.7488,10.4074,12.5814,8.9253,16.3849,#N/A N/A,8.2388,22.0673,12.6186,9.7363,13.7219,7.4482,17.827,16.4414,14.5305,16.5983,10.1717,21.2638,15.1257,16.7831,11.3136,10.4655,15.0859,27.3612,19.7792,#N/A N/A,13.8679,10.8779,12.7896
1/31/2013,10.3245,14.1161,14.4572,11.4309,12.5298,9.5038,17.7308,#N/A N/A,9.5499,23.8763,13.3775,9.9298,14.4697,7.9699,18.3139,17.761,15.7355,17.5349,10.4533,22.2734,16.4525,18.5803,12.3596,10.6527,16.1087,28.5038,19.9346,#N/A N/A,13.9621,11.3077,13.5149
2/28/2013,10.0091,14.9178,15.0502,10.7315,12.7003,9.6689,17.9645,#N/A N/A,9.6726,23.0502,13.2299,9.8402,14.8984,8.2867,19.0417,17.8747,16.2754,17.3241,10.5789,21.3849,16.5068,18.8324,12.6684,10.3131,16.6569,28.6355,21.2694,#N/A N/A,14.1277,11.2549,13.6823
3/29/2013,10.5665,15.9483,16.1647,11.3979,12.7369,9.8112,17.468,#N/A N/A,9.4327,23.4809,13.9607,10.9838,15.8075,7.9777,19.7988,18.4778,16.6892,18.9674,10.2083,23.1715,17.8504,18.8058,12.7013,11.3949,16.5947,28.8165,21.5792,#N/A N/A,14.9361,11.157,14.1906
4/30/2013,10.5693,16.1729,17.2115,11.0965,12.4293,10.0746,19.3255,#N/A N/A,9.3635,24.6822,13.2564,12.0394,16.5248,8.2383,20.7241,18.9319,16.438,20.1553,11.8104,24.9739,17.9803,18.7351,12.8854,11.9367,16.2146,28.5823,23.6691,#N/A N/A,15.3597,11.0184,14.4445
5/31/2013,10.7348,17.8987,18.6444,11.2446,14.3068,10.1357,19.3994,#N/A N/A,10.3897,24.9714,13.6151,12.2053,16.3213,9.1762,19.5785,17.8995,17.3108,20.0267,12.4455,22.9219,16.8422,18.7326,12.6304,12.4745,16.8558,30.2247,21.285,#N/A N/A,14.7905,11.2016,14.6934
6/28/2013,9.8921,17.1912,18.7989,12.7999,14.4434,10.4032,19.3119,#N/A N/A,8.6398,24.5937,12.3568,13.1925,16.0599,8.1763,19.5571,18.1481,17.0327,22.0804,13.0432,23.6729,17.7235,18.8868,9.9012,12.7131,16.2968,26.0294,21.2615,#N/A N/A,14.7213,11.5429,14.5491
7/31/2013,11.3012,16.9635,19.287,12.865,14.7005,11.0669,19.7706,#N/A N/A,9.3698,25.0889,12.6109,12.6914,17.489,8.6317,19.5425,17.9794,18.2913,22.898,12.0233,23.3903,18.4955,19.6988,10.3509,14.144,18.5115,25.2118,20.8983,#N/A N/A,15.2524,11.9773,15.0688
8/30/2013,12.1641,16.5358,19.0705,12.8076,13.4117,10.5869,18.6024,#N/A N/A,8.69,22.0385,11.7852,11.9724,16.1628,7.8263,18.6161,17.2975,17.6916,22.4797,12.6163,21.5137,17.8501,19.1076,9.8987,13.9285,17.5523,24.8429,20.0114,#N/A N/A,14.2818,11.1353,14.3333
9/30/2013,12.03,16.7661,20.9475,14.9808,13.475,10.5336,19.13,#N/A N/A,9.2259,22.4408,11.795,12.7242,15.8622,7.9073,18.2597,17.3628,18.2305,23.6369,12.1714,24.8767,17.205,18.5782,10.4115,13.7374,18.2145,25.1695,18.6746,#N/A N/A,14.4736,11.4303,14.8396
10/31/2013,13.1807,18.1603,23.2651,14.9791,12.6386,10.4,20.3462,#N/A N/A,9.3804,23.0444,11.4147,13.5624,16.9454,7.8844,19.0743,17.4187,19.2137,22.3858,12.9168,25.9452,18.3856,19.8465,10.5994,13.0947,17.9493,25.9031,20.2155,#N/A N/A,14.8166,11.9059,15.2369
11/29/2013,14.0315,19.0484,23.9336,15.2019,11.9364,10.6151,20.9246,#N/A N/A,9.8516,21.8027,11.4447,13.2349,17.3205,8.7533,19.3732,17.5721,20.3832,24.739,13.9326,26.9184,19.0148,20.6993,11.1448,14.288,18.7281,26.7974,19.8593,#N/A N/A,15.639,12.4187,15.7332
12/31/2013,13.9207,18.4171,21.6955,16.2012,12.6105,11.1973,21.0201,#N/A N/A,10.351,22.2541,11.4274,14.0487,16.5974,9.3363,20.0695,17.4514,20.8705,24.2936,13.5869,26.7483,17.3473,20.41,9.048,13.8886,18.195,28.3353,17.3051,#N/A N/A,15.1911,13.7313,15.701
1/31/2014,12.4195,17.258,19.9105,16.7543,12.7234,10.0068,19.9774,#N/A N/A,9.5837,20.4933,10.764,13.2802,16.032,8.8382,18.3739,16.9371,19.0759,25.7109,13.7393,24.7789,17.217,19.2091,8.1226,13.3316,18.2302,27.4127,16.9107,#N/A N/A,14.8006,12.5047,14.887
2/28/2014,13.0556,18.5287,20.4922,17.3002,12.6596,10.3385,22.2335,#N/A N/A,9.7197,21.8747,11.2812,13.3993,16.6935,9.0712,18.5585,17.1133,20.0491,27.6622,13.9063,26.4527,18.1855,19.7205,8.3784,14.2519,18.7098,28.7501,16.7557,#N/A N/A,14.8046,13.0624,15.4711
3/31/2014,12.8427,17.6339,20.4057,17.0516,13.0138,11.3777,20.2478,#N/A N/A,9.6656,21.1013,11.6717,13.9716,17.4391,10.2565,19.1599,17.7913,19.6609,27.788,15.4345,24.9527,17.5714,20.1564,8.1019,15.2747,18.3452,25.5334,15.8428,#N/A N/A,15.1474,13.2898,15.5015
4/30/2014,14.1192,17.1247,20.9797,18.0864,13.5658,12.0102,20.0632,#N/A N/A,9.4279,21.2027,11.913,14.4479,17.9823,9.4574,20.2156,18.3993,20.158,28.6642,15.2123,24.6453,17.1119,20.644,8.6237,13.9799,18.5791,23.9661,15.563,#N/A N/A,15.9237,13.9333,15.6231
5/30/2014,15.1459,17.9218,21.9927,17.5424,14.4522,11.749,21.2441,#N/A N/A,9.4273,20.6778,11.1787,14.789,18.0125,9.3881,20.275,18.4083,20.6594,28.3215,15.4157,25.8087,16.2092,20.2039,8.8969,14.835,18.2478,25.4115,16.6387,#N/A N/A,15.3364,13.6776,15.7372
6/30/2014,15.0422,18.9375,18.233,17.5123,14.5872,12.6501,20.3966,#N/A N/A,9.4547,20.866,10.7034,15.3422,18.0027,9.9094,20.9417,18.217,20.1746,26.9118,15.7887,26.0235,15.9967,18.8583,9.6194,15.2845,18.8145,24.1117,15.3959,#N/A N/A,14.9968,12.8255,15.552
7/31/2014,15.4695,17.5662,17.2657,16.236,14.3296,12.5232,20.4299,#N/A N/A,9.7613,20.8376,11.3175,16.8268,17.2232,9.918,19.4239,17.0995,19.8437,26.3955,16.3415,25.8826,15.4685,18.5536,9.1582,15.1536,17.1359,24.146,15.8647,#N/A N/A,14.8487,12.6038,15.3081
8/29/2014,16.5912,17.8756,18.1714,17.5767,14.1933,12.5436,21.3815,#N/A N/A,10.1137,22.5301,11.3547,17.3382,17.8496,10.2241,20.6253,16.9476,20.2817,27.9632,17.2009,24.4704,15.8404,19.9429,9.6849,16.2062,17.5971,24.3188,15.6759,#N/A N/A,15.2362,12.6701,15.7559
9/30/2014,15.7189,16.9663,17.3846,15.3324,14.2956,11.3757,20.6361,#N/A N/A,9.6614,22.106,10.103,16.2789,17.9246,10.412,21.0684,17.6884,19.4082,27.3623,17.3995,27.7882,15.9121,20.0042,9.1456,15.9455,16.4562,23.5389,15.1514,#N/A N/A,15.4319,11.8302,15.1912
10/31/2014,16.85,17.4334,17.0475,15.7008,13.9494,11.4358,21.1808,#N/A N/A,9.9993,22.3483,8.7496,15.9002,18.1247,10.4535,20.6832,17.4869,21.0644,26.7438,17.6209,28.9626,16.1166,20.8475,9.8135,17.5651,16.6744,26.6345,15.2302,#N/A N/A,15.3606,12.1648,15.5008
11/28/2014,18.5553,17.9121,18.3372,15.5754,15.7565,10.3794,21.4428,#N/A N/A,9.9162,22.7791,8.6309,17.415,18.2037,10.3982,22.1401,18.0616,21.9301,27.8793,17.9437,29.5506,16.7624,21.6024,10.1689,18.2343,17.1544,28.4835,15.3332,#N/A N/A,17.6303,11.3887,15.8579
12/31/2014,14.9215,18.152,17.3565,14.3522,15.8562,12.0796,20.7032,#N/A N/A,10.7533,24.0556,8.8771,15.5546,17.5001,10.8146,21.1576,18.3625,21.9386,28.0565,17.6279,28.6161,16.652,21.959,9.8808,18.1776,18.0135,27.9013,13.9704,22.7445,17.296,12.2811,16.0538
1/30/2015,15.8381,15.7425,19.4116,12.5396,14.6708,11.0405,19.9932,#N/A N/A,9.5649,22.2946,8.4826,14.1616,16.7587,9.3976,20.6314,18.1156,21.6689,29.7807,15.3319,27.4554,16.7054,20.3197,9.598,19.1055,17.9791,27.1256,13.6509,22.0132,16.9635,11.6129,15.4247
2/27/2015,17.3656,15.9181,20.1434,12.999,16.4208,11.4873,22.877,#N/A N/A,10.5291,24.5002,8.9601,14.2516,17.1553,10.59,21.6988,19.3816,22.5167,28.9211,16.6412,27.7486,18.3466,20.5222,10.0293,20.4325,19.0959,28.8707,14.7678,18.1122,16.7539,11.7617,16.2811
3/31/2015,15.3999,14.8077,18.5435,11.9332,15.3163,13.2965,22.5739,#N/A N/A,9.4056,24.2568,8.7748,13.2692,17.0081,9.9684,20.3207,20.2913,21.8477,29.2574,15.8271,28.6657,19.2697,19.9985,10.3265,19.8832,18.1428,27.8329,13.7938,18.461,16.4186,12.883,15.4217
4/30/2015,15.489,14.6807,17.7108,12.9546,15.8881,14.0666,23.3982,#N/A N/A,9.8285,22.8412,9.3647,13.8123,16.7715,10.4094,19.259,20.106,20.7139,30.3161,18.9357,28.24,18.7934,19.4054,9.6561,18.7251,17.6088,28.1052,14.3072,18.0795,15.801,13.2422,15.4724
5/29/2015,16.1239,15.111,17.3623,12.7219,16.1526,13.0457,23.7533,#N/A N/A,10.3173,22.7987,9.275,14.6228,16.9304,10.8241,19.449,19.9769,21.0702,30.9931,18.2428,27.4784,19.2476,19.1321,9.657,20.2059,18.1382,29.2243,14.0236,16.93,15.0357,12.9133,15.6278
6/30/2015,14.4905,14.0945,16.7839,13.2951,15.1331,15.7458,23.6485,#N/A N/A,10.4918,22.7393,9.0939,12.828,17.2439,11.0971,18.6275,20.2596,20.1436,31.9188,17.763,29.1946,18.6363,19.8655,8.7545,19.6975,16.5919,27.4169,12.735,16.6539,14.3595,14.9968,15.4556
7/31/2015,14.014,13.7935,17.4433,12.3249,15.8153,14.4417,24.8626,#N/A N/A,10.3048,23.0051,9.0565,12.2101,17.7305,11.2232,19.5344,21.2803,19.7572,33.057,18.789,31.1405,20.0425,19.4745,9.6113,19.6007,15.0035,30.7608,12.7842,19.0581,14.8719,14.2776,15.5093
8/31/2015,13.0273,13.9132,15.8111,11.9816,14.4018,13.2192,21.1084,#N/A N/A,9.4772,22.8931,8.2682,12.0371,16.6282,10.4977,18.6974,20.2489,18.5561,30.192,17.5095,28.2911,17.9082,17.9435,9.0162,18.6804,13.7022,29.1113,12.571,19.0567,13.374,13.562,14.5243
9/30/2015,11.9757,13.8452,14.6753,11.434,14.6077,17.5799,21.1747,#N/A N/A,9.3006,22.7024,9.2856,12.9543,16.9664,9.3136,19.0779,20.7557,18.3402,26.6434,17.9071,31.1316,17.2325,18.2611,8.8262,18.667,13.7775,27.5588,11.4199,18.297,13.3967,15.9281,14.8233
10/30/2015,12.9746,13.6827,16.5939,12.7688,15.4367,20.2544,22.0676,#N/A N/A,10.0361,23.4003,8.9724,14.5532,18.3623,9.8146,20.3322,23.6459,20.3376,29.4863,21.2975,33.1722,18.5547,19.3881,10.011,18.9518,15.2359,30.6921,12.3045,18.6449,12.2096,17.7255,16.1322
11/30/2015,12.8443,13.3801,16.3002,12.7093,14.5806,20.3524,22.0152,#N/A N/A,10.171,25.3383,8.9302,14.9443,18.4005,10.1858,20.4618,24.0483,20.2561,28.5962,21.9894,32.1849,17.9786,18.9972,10.16,18.136,14.8705,31.2579,11.9291,18.9876,12.5508,17.4942,16.1156
12/31/2015,11.2247,12.9695,15.7074,13.0477,14.5298,27.2659,19.0874,#N/A N/A,9.8777,25.0299,9.0901,14.6909,18.1076,10.3089,21.1426,23.7871,19.5112,24.9355,22.4935,30.4136,18.9867,20.4767,10.3698,19.8878,16.4268,29.9672,11.6093,19.2418,13.0756,20.2468,15.9731
1/29/2016,10.3801,9.9766,13.0502,11.9495,12.2314,26.2081,17.4053,#N/A N/A,8.8545,23.253,8.2427,13.2282,18.4108,9.2894,21.1229,24.9227,19.5578,23.9205,22.3354,30.1752,17.9339,21.0646,9.835,19.4686,14.9939,28.7848,12.5512,18.0137,15.0882,20.2208,15.051
2/29/2016,10.3108,10.3644,12.8384,12.9978,13.4602,25.2898,17.3508,#N/A N/A,8.1952,22.9497,8.6548,12.6184,18.5465,8.7898,21.2262,23.5958,20.3181,23.7033,20.6285,28.5139,17.4516,20.7036,9.8791,20.1346,16.5208,27.9733,12.7421,25.0417,15.0837,20.8182,15.087
3/31/2016,12.1773,11.5682,13.3839,19.3842,14.6376,49.8597,18.0393,#N/A N/A,10.6622,24.6712,10.1283,13.7954,19.0736,9.6019,22.8306,23.6768,21.4643,23.6358,23.0142,28.4583,17.4339,21.3108,11.0191,21.1185,17.1916,29.0308,13.8107,26.7229,15.5725,26.8778,16.8572
4/29/2016,10.4735,12.3275,14.2126,19.6831,13.9271,53.4032,18.2565,#N/A N/A,11.1465,23.5521,9.7598,12.8353,19.1306,10.2472,22.7242,23.8294,21.5609,24.498,20.7807,27.287,17.2485,20.7438,10.3762,21.5739,17.9249,29.3193,13.0088,25.1495,15.379,28.4244,16.8646
5/31/2016,11.1572,12.3897,13.3006,18.3636,14.7174,52.7865,17.5422,#N/A N/A,10.832,23.2407,10.2814,13.3906,19.2347,10.5828,22.6227,22.9948,21.682,25.1323,22.085,25.5648,18.2979,20.982,10.7765,21.9,17.274,29.9646,12.9986,25.9281,16.2783,28.6238,16.8698
6/30/2016,11.2239,11.1924,13.0323,20.8351,14.5351,64.4899,17.2947,#N/A N/A,10.5078,22.4615,10.8371,13.9035,20.7043,10.3282,22.993,22.0096,22.6233,23.0213,19.0728,25.5556,18.5668,22.4308,11.5195,22.4297,17.8036,27.2954,14.6259,27.8945,16.7934,37.1984,17.2405
7/29/2016,12.2348,11.874,13.4126,22.7452,14.9618,63.0442,16.5095,#N/A N/A,11.2312,23.5486,11.4683,15.6357,20.5133,10.6324,22.5082,21.5176,23.0419,23.4409,21.1266,25.6944,18.0623,22.6745,11.2466,22.7474,18.689,28.7233,14.5132,26.5478,16.8206,35.2976,17.6513
8/31/2016,12.4567,12.0803,12.9901,22.5226,15.4077,61.8753,16.2531,#N/A N/A,11.9844,22.8468,11.3441,16.0977,19.5485,11.2191,22.4051,21.1537,23.1556,25.0913,21.4173,25.964,17.0389,23.1302,11.4875,21.6116,18.4772,29.7722,13.7065,20.8073,16.4679,34.5794,17.6361
9/30/2016,13.7593,11.8177,13.0701,25.816,15.5449,101.2233,16.2845,#N/A N/A,10.1706,21.9201,11.7397,16.0121,18.7308,11.7465,22.0081,20.2988,22.5818,22.8518,21.0261,23.7162,17.0567,24.1683,11.6491,20.9141,17.3509,28.7172,14.1043,20.7841,16.6247,40.785,17.4491
10/31/2016,13.8189,12.2569,14.1307,24.2717,14.8603,103.0231,16.2547,#N/A N/A,11.2409,19.9285,11.3584,14.7905,18.3914,12.2175,22.0497,19.8079,21.1812,21.5007,21.873,22.6036,15.9689,23.3739,11.0013,21.1128,17.4534,28.6513,13.0515,21.3281,16.2083,38.9346,17.1864
11/30/2016,13.4513,13.294,14.9373,27.7906,14.4437,109.7209,17.3823,#N/A N/A,13.8297,21.1356,11.9888,14.7184,17.6478,14.142,20.9836,20.9868,22.0065,22.4051,21.9971,22.0573,16.1855,22.2052,11.527,23.6509,18.3961,26.849,13.5399,21.6211,16.3032,40.7944,18.1355
12/30/2016,13.8619,14.495,14.6686,28.066,14.6375,110.8497,18.5072,23.1208,14.1208,21.9,12.0692,15.2397,18.1021,14.1461,21.6782,21.1737,23.0485,21.1295,22.6663,22.3921,15.6813,22.3457,11.9258,22.3766,17.1726,25.6221,14.5724,21.1184,16,37.8678,18.3335
1/31/2017,14.5238,14.9451,15.3979,28.9497,14.8693,104.8693,19.649,24.0946,13.5234,21.5382,12.6894,15.4708,17.7941,13.8739,21.7357,21.3215,22.5645,22.2493,23.5819,23.304,15.3192,23.2812,11.4737,22.6646,17.1804,27.1624,13.3794,20.9091,15.4134,35.1953,18.3953
2/28/2017,16.3957,15.6651,16.9818,29.2523,16.5441,105.9524,19.5496,25.1573,14.6285,22.6857,13.0748,15.2103,19.2019,14.8559,21.9396,22.2052,24.0527,23.6419,23.3375,23.8167,16.4731,24.2034,11.9082,23.1232,17.6316,28.8799,13.5487,19.5279,16.3811,34.1171,19.2575
3/31/2017,16.8144,15.71,16.0618,23.6974,16.3602,45.2288,19.6471,23.6635,11.7621,22.9863,13.1729,13.8895,19.3134,13.625,22.4885,21.7197,23.9631,20.3148,23.2246,23.2208,17.0248,23.9029,11.8533,21.2018,17.5375,28.4081,13.3378,18.7751,16.6467,28.2447,18.3234
4/28/2017,16.8132,15.7378,16.7856,26.1244,16.0749,44.9465,20.0301,23.3879,11.459,23.5882,12.1252,13.9203,19.1459,13.4947,22.8648,23.4491,24.5267,19.9279,24.1415,23.0875,16.8805,23.2325,11.9635,22.607,18.5972,29.1593,12.5608,19.5641,17.2828,28.1207,18.4715
5/31/2017,17.8795,15.2791,17.0399,26.9342,14.8765,43.5901,18.7028,23.075,10.8169,23.1968,11.5458,13.9049,19.8871,12.7424,24.0941,25.2858,25.6088,20.8167,24.6281,21.1116,16.2484,23.4347,12.2772,22.6458,18.9551,30.4411,12.7605,17.8757,18.069,27.7246,18.4995
6/30/2017,16.384,16.9681,17.9492,24.742,14.768,38.803,18.5207,22.5207,11.4153,23.1802,11.6497,9.6122,20.3398,13.3815,22.5553,24.5758,25.9368,18.4832,23.1718,23.506,17.0197,22.502,12.9079,22.4212,18.3791,29.4563,12.3401,17.2778,17.3977,24.6613,18.51
7/31/2017,16.9198,17.1675,22.0074,26.2363,15.0467,40.6106,19.1622,22.9385,11.5918,21.4568,10.956,10.105,20.4059,13.44,23.0532,24.8935,25.0623,18.4227,24.4391,23.5259,16.8018,23.4496,13.0671,23.1939,17.8463,31.2718,13.3735,17.7985,18.3463,24.4505,18.8177
8/31/2017,18.657,17.3427,21.7532,27.0514,15.4103,40.0266,17.6404,23.799,11.51,21.4955,10.8318,9.9911,20.3521,13.3068,22.9073,25.6685,25.4547,18.4169,25.135,22.4723,17.1869,23.824,12.3622,24.0512,18.0194,32.5157,13.2547,17.9396,17.906,23.3172,18.8845
9/29/2017,16.9226,17.2492,22.2874,22.9111,16.0897,38.9444,17.2935,24.2877,12.1423,23.459,10.9498,10.6036,19.9725,13.6377,22.5703,24.6038,25.4627,17.1628,24.1819,22.0638,17.3129,23.2684,14.422,22.3833,17.196,31.8633,13.4135,16.9975,17.922,22.9407,18.7263
10/31/2017,18.5609,18.2141,22.618,24.9485,16.4373,38.4108,17.1601,25.3682,12.4132,23.025,11.6276,12.667,21.4166,14.3659,23.0567,26.2103,27.9241,14.7665,27.003,23.4,17.0025,22.0817,15.5909,24.0256,17.7412,33.2984,12.9744,14.5872,19.9338,23.3241,19.5359
11/30/2017,18.8694,18.6317,24.268,25.9314,17.9534,39.4383,18.39,25.2454,12.6773,24.975,11.6208,12.486,21.4043,14.9242,22.9514,27.0048,29.4951,14.8147,27.3243,26.1558,17.5845,23.0152,15.9582,26.077,17.9915,34.0887,13.793,15.7216,22.1986,23.3073,20.2778
12/29/2017,17.5935,34.1271,23.9903,22.9412,18.4348,35.6213,17.8674,23.0831,12.7268,26.3236,11.578,16.0024,21.6894,15.6688,21.9764,25.8054,27.7241,14.0169,26.0278,27.0779,16.94,23.1095,17.9017,23.2015,18.7735,33.3871,14.3629,15.6913,22.5457,23.6672,20.0039
1/31/2018,17.4063,34.1581,28.8272,23.6982,19.6275,35.6668,18.0602,24.4962,13.3828,27.1897,12.3538,16.6888,21.4519,16.9479,22.7955,25.6585,29.5062,14.7593,28.9093,29.5325,17.3235,21.7161,19.7863,24.919,20.3099,36.3768,14.6722,16.2618,24.1723,24.7029,21.1309
2/28/2018,18.5177,33.5086,29.465,22.5117,21.1583,31.8455,17.1445,22.7849,13.135,24.6683,11.7599,17.0875,20.1619,16.923,20.7023,23.6494,27.7406,13.5063,28.532,29.168,16.9821,19.7492,18.3451,23.8014,19.8287,35.9991,12.9545,13.6484,20.4104,21.4318,20.7414
3/30/2018,16.3576,27.2749,23.585,17.5267,20.2653,25.6919,15.7798,20.3844,11.6114,24.1229,11.2257,16.5041,20.0348,14.62,20.3898,22.9445,24.8817,13.1034,25.7062,28.9113,16.0631,19.6254,17.691,21.1004,17.7343,31.0412,12.227,12.9708,20.1746,20.3075,18.7333
4/30/2018,16.1119,28.8743,23.9935,17.1676,20.4702,28.1858,15.7625,20.2341,10.9876,23.6959,10.606,16.3584,19.7753,14.4618,20.2865,24.5673,22.0333,14.1618,26.3399,29.7598,16.57,17.9074,16.7661,23.3091,16.9351,32.9251,12.6182,13.165,19.4418,21.1622,18.7201
5/31/2018,18.2188,28.7427,25.3315,18.0655,19.74,28.0033,15.6274,20.5124,10.4137,23.9203,10.3389,17.4929,18.7012,14.2264,20.1879,23.4771,22.3552,14.3206,27.8383,30.0662,16.2622,18.1129,16.3737,23.8129,17.5934,33.9216,12.1886,12.1451,18.1407,22.1121,18.9068
6/29/2018,16.9824,25.8575,22.7255,13.7596,19.8879,22.7257,15.7362,18.8302,9.1319,25.0166,9.9997,18.3004,18.857,13.0459,21.4603,22.478,20.9889,14.4521,27.5958,33.3659,16.0267,18.9539,15.818,22.7125,17.3301,31.8554,11.9585,11.6827,18.8242,21.6911,17.6478
7/31/2018,17.4577,26.2586,24.1337,14.5842,18.6336,22.697,17.0499,19.6443,9.8299,22.9706,10.3741,17.7077,20.5944,14.3918,22.8156,22.6,22.6534,15.6831,29.6863,32.206,17.6391,19.6386,16.8265,23.442,18.8146,32.8871,12.2747,13.1631,18.7547,21.3712,18.3785
8/31/2018,20.8833,27.9631,23.2186,14.0822,21.0482,21.2931,16.8187,20.0328,9.8457,23.3485,10.485,17.8291,20.9316,14.3455,21.8077,23.2728,22.504,16.3307,31.4353,33.0377,18.3414,20.1413,17.0153,24.8529,18.2546,35.3283,12.9236,13.1706,20.1482,21.0199,18.7605
9/28/2018,19.0774,25.5986,23.6209,13.9515,21.436,17.0945,16.7965,17.5617,8.7375,24.0905,10.6905,14.5578,21.0337,13.1341,21.7859,23.101,21.8975,16.6186,29.1676,34.0505,18.7086,20.5327,14.2889,23.0698,18.4324,34.3788,12.003,14.0044,19.7384,19.5718,17.9888
10/31/2018,18.496,24.6947,22.5387,11.0997,18.738,15.6084,16.4935,14.7244,8.7815,18.9754,8.1609,14.4316,21.3107,12.6895,22.583,24.4281,19.7723,17.2441,27.2396,30.16,18.2799,21.8772,13.7844,22.6631,16.3757,31.5751,12.8348,15.3241,20.7287,18.3425,17.0038
11/30/2018,15.0919,26.988,22.0242,12.4126,19.6063,16.6275,16.5883,15.7976,7.4302,19.4545,8.7858,15.1797,22.3626,12.9421,23.7715,26.0313,21.6076,18.5864,28.2801,29.4812,19.6256,23.3154,14.3616,24.3982,16.0633,32.4593,13.5565,15.7086,20.185,18.3011,17.2706
12/31/2018,12.9878,11.2377,18.014,11.1878,17.7468,12.8033,15.8175,14.5333,6.4857,18.5374,8.1683,10.4423,19.1031,10.8533,22.4077,23.9161,19.1624,17.3422,24.9399,29.0966,27.0197,22.232,13.4065,20.4364,13.6045,28.9023,11.1576,12.6771,19.2549,13.7177,14.9169
